# BEGIN DATA
Process=pp -> vv~j
Proc=vvj
Sqrt=13 TeV
Unit=pb/GeV
Timestamp=2017-10-16 14:07:20
# END DATA

# BEGIN HISTO1D vvj_pTV_LO
# xlow   xhigh   val   errminus  errplus
3.000000e+03 6.500000e+03 2.626048e-11 1.376440e-15 1.376440e-15
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_K_LO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.012671e+00 4.513104e-05 4.513104e-05
4.000000e+01 5.000000e+01 1.012240e+00 4.595528e-05 4.595528e-05
5.000000e+01 6.000000e+01 1.011846e+00 5.132347e-05 5.132347e-05
6.000000e+01 7.000000e+01 1.011486e+00 5.812269e-05 5.812269e-05
7.000000e+01 8.000000e+01 1.011171e+00 6.563848e-05 6.563848e-05
8.000000e+01 9.000000e+01 1.010878e+00 5.532511e-05 5.532511e-05
9.000000e+01 1.000000e+02 1.010605e+00 5.230628e-05 5.230628e-05
1.000000e+02 1.100000e+02 1.010369e+00 5.592806e-05 5.592806e-05
1.100000e+02 1.200000e+02 1.010152e+00 6.034434e-05 6.034434e-05
1.200000e+02 1.300000e+02 1.009945e+00 6.526375e-05 6.526375e-05
1.300000e+02 1.400000e+02 1.009752e+00 7.054989e-05 7.054989e-05
1.400000e+02 1.500000e+02 1.009581e+00 7.613295e-05 7.613295e-05
1.500000e+02 2.000000e+02 1.005870e+00 4.056344e-05 4.056344e-05
2.000000e+02 2.500000e+02 1.008683e+00 5.724178e-05 5.724178e-05
2.500000e+02 3.000000e+02 1.010923e+00 7.671053e-05 7.671053e-05
3.000000e+02 3.500000e+02 1.012777e+00 2.752665e-05 2.752665e-05
3.500000e+02 4.000000e+02 1.014350e+00 3.110066e-05 3.110066e-05
4.000000e+02 4.500000e+02 1.015722e+00 3.693115e-05 3.693115e-05
4.500000e+02 5.000000e+02 1.016933e+00 4.365051e-05 4.365051e-05
5.000000e+02 5.500000e+02 1.018024e+00 5.115673e-05 5.115673e-05
5.500000e+02 6.000000e+02 1.019021e+00 5.946051e-05 5.946051e-05
6.000000e+02 6.500000e+02 1.019939e+00 4.553877e-05 4.553877e-05
6.500000e+02 7.000000e+02 1.020792e+00 4.780390e-05 4.780390e-05
7.000000e+02 7.500000e+02 1.021593e+00 5.285610e-05 5.285610e-05
7.500000e+02 8.000000e+02 1.022353e+00 5.870555e-05 5.870555e-05
8.000000e+02 8.500000e+02 1.023079e+00 6.537609e-05 6.537609e-05
8.500000e+02 9.000000e+02 1.023779e+00 7.267490e-05 7.267490e-05
9.000000e+02 9.500000e+02 1.024452e+00 8.059738e-05 8.059738e-05
9.500000e+02 1.000000e+03 1.025104e+00 8.938552e-05 8.938552e-05
1.000000e+03 1.100000e+03 1.026002e+00 3.192376e-05 3.192376e-05
1.100000e+03 1.200000e+03 1.027235e+00 3.540961e-05 3.540961e-05
1.200000e+03 1.300000e+03 1.028442e+00 4.126633e-05 4.126633e-05
1.300000e+03 1.400000e+03 1.029638e+00 4.840069e-05 4.840069e-05
1.400000e+03 1.600000e+03 1.031249e+00 4.281756e-05 4.281756e-05
1.600000e+03 1.800000e+03 1.033640e+00 5.932213e-05 5.932213e-05
1.800000e+03 2.000000e+03 1.036082e+00 7.939491e-05 7.939491e-05
2.000000e+03 2.200000e+03 1.038593e+00 2.128173e-05 2.128173e-05
2.200000e+03 2.400000e+03 1.041178e+00 2.594010e-05 2.594010e-05
2.400000e+03 2.600000e+03 1.043834e+00 3.359718e-05 3.359718e-05
2.600000e+03 2.800000e+03 1.046568e+00 4.414216e-05 4.414216e-05
2.800000e+03 3.000000e+03 1.049384e+00 5.842128e-05 5.842128e-05
3.000000e+03 6.500000e+03 1.053749e+00 5.727367e-05 5.727367e-05
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_d1K_LO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.118738e-01 4.513104e-05 4.513104e-05
4.000000e+01 5.000000e+01 1.099339e-01 4.595528e-05 4.595528e-05
5.000000e+01 6.000000e+01 1.081558e-01 5.132347e-05 5.132347e-05
6.000000e+01 7.000000e+01 1.065184e-01 5.812269e-05 5.812269e-05
7.000000e+01 8.000000e+01 1.050152e-01 6.563848e-05 6.563848e-05
8.000000e+01 9.000000e+01 1.036330e-01 5.532511e-05 5.532511e-05
9.000000e+01 1.000000e+02 1.023597e-01 5.230628e-05 5.230628e-05
1.000000e+02 1.100000e+02 1.011867e-01 5.592806e-05 5.592806e-05
1.100000e+02 1.200000e+02 1.001008e-01 6.034434e-05 6.034434e-05
1.200000e+02 1.300000e+02 9.909056e-02 6.526375e-05 6.526375e-05
1.300000e+02 1.400000e+02 9.815385e-02 7.054989e-05 7.054989e-05
1.400000e+02 1.500000e+02 9.728416e-02 7.613295e-05 7.613295e-05
1.500000e+02 2.000000e+02 9.991491e-02 4.056344e-05 4.056344e-05
2.000000e+02 2.500000e+02 1.149626e-01 5.724178e-05 5.724178e-05
2.500000e+02 3.000000e+02 1.265227e-01 7.671053e-05 7.671053e-05
3.000000e+02 3.500000e+02 1.358300e-01 2.752665e-05 2.752665e-05
3.500000e+02 4.000000e+02 1.435823e-01 3.110066e-05 3.110066e-05
4.000000e+02 4.500000e+02 1.502193e-01 3.693115e-05 3.693115e-05
4.500000e+02 5.000000e+02 1.560200e-01 4.365051e-05 4.365051e-05
5.000000e+02 5.500000e+02 1.611810e-01 5.115673e-05 5.115673e-05
5.500000e+02 6.000000e+02 1.658367e-01 5.946051e-05 5.946051e-05
6.000000e+02 6.500000e+02 1.700952e-01 4.553877e-05 4.553877e-05
6.500000e+02 7.000000e+02 1.740294e-01 4.780390e-05 4.780390e-05
7.000000e+02 7.500000e+02 1.776990e-01 5.285610e-05 5.285610e-05
7.500000e+02 8.000000e+02 1.811479e-01 5.870555e-05 5.870555e-05
8.000000e+02 8.500000e+02 1.844115e-01 6.537609e-05 6.537609e-05
8.500000e+02 9.000000e+02 1.875287e-01 7.267490e-05 7.267490e-05
9.000000e+02 9.500000e+02 1.905187e-01 8.059738e-05 8.059738e-05
9.500000e+02 1.000000e+03 1.934017e-01 8.938552e-05 8.938552e-05
1.000000e+03 1.100000e+03 1.973255e-01 3.192376e-05 3.192376e-05
1.100000e+03 1.200000e+03 2.026501e-01 3.540961e-05 3.540961e-05
1.200000e+03 1.300000e+03 2.077637e-01 4.126633e-05 4.126633e-05
1.300000e+03 1.400000e+03 2.127302e-01 4.840069e-05 4.840069e-05
1.400000e+03 1.600000e+03 2.193164e-01 4.281756e-05 4.281756e-05
1.600000e+03 1.800000e+03 2.288206e-01 5.932213e-05 5.932213e-05
1.800000e+03 2.000000e+03 2.381702e-01 7.939491e-05 7.939491e-05
2.000000e+03 2.200000e+03 2.474619e-01 2.128173e-05 2.128173e-05
2.200000e+03 2.400000e+03 2.567250e-01 2.594010e-05 2.594010e-05
2.400000e+03 2.600000e+03 2.659789e-01 3.359718e-05 3.359718e-05
2.600000e+03 2.800000e+03 2.751989e-01 4.414216e-05 4.414216e-05
2.800000e+03 3.000000e+03 2.843535e-01 5.842128e-05 5.842128e-05
3.000000e+03 6.500000e+03 2.979530e-01 5.727367e-05 5.727367e-05
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_d2K_LO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -1.113982e-01 -4.493918e-05 -4.493918e-05
4.000000e+01 5.000000e+01 -1.091044e-01 -4.560853e-05 -4.560853e-05
5.000000e+01 6.000000e+01 -1.068834e-01 -5.071967e-05 -5.071967e-05
6.000000e+01 7.000000e+01 -1.047185e-01 -5.714057e-05 -5.714057e-05
7.000000e+01 8.000000e+01 -1.026073e-01 -6.413343e-05 -6.413343e-05
8.000000e+01 9.000000e+01 -1.005402e-01 -5.367400e-05 -5.367400e-05
9.000000e+01 1.000000e+02 -9.850871e-02 -5.033841e-05 -5.033841e-05
1.000000e+02 1.100000e+02 -9.650751e-02 -5.334179e-05 -5.334179e-05
1.100000e+02 1.200000e+02 -9.452685e-02 -5.698416e-05 -5.698416e-05
1.200000e+02 1.300000e+02 -9.255861e-02 -6.096163e-05 -6.096163e-05
1.300000e+02 1.400000e+02 -9.060355e-02 -6.512297e-05 -6.512297e-05
1.400000e+02 1.500000e+02 -8.865819e-02 -6.938242e-05 -6.938242e-05
1.500000e+02 2.000000e+02 -8.981116e-02 -3.646152e-05 -3.646152e-05
2.000000e+02 2.500000e+02 -9.507720e-02 -4.734050e-05 -4.734050e-05
2.500000e+02 3.000000e+02 -9.391379e-02 -5.693977e-05 -5.693977e-05
3.000000e+02 3.500000e+02 -8.812385e-02 -1.785875e-05 -1.785875e-05
3.500000e+02 4.000000e+02 -7.903611e-02 -1.711963e-05 -1.711963e-05
4.000000e+02 4.500000e+02 -6.769541e-02 -1.664279e-05 -1.664279e-05
4.500000e+02 5.000000e+02 -5.491905e-02 -1.536498e-05 -1.536498e-05
5.000000e+02 5.500000e+02 -4.134381e-02 -1.312199e-05 -1.312199e-05
5.500000e+02 6.000000e+02 -2.744884e-02 -9.841740e-06 -9.841740e-06
6.000000e+02 6.500000e+02 -1.358588e-02 -3.637282e-06 -3.637282e-06
6.500000e+02 7.000000e+02 0.000000e+00 0.000000e+00 0.000000e+00
7.000000e+02 7.500000e+02 1.314486e-02 3.909904e-06 3.909904e-06
7.500000e+02 8.000000e+02 2.574691e-02 8.343936e-06 8.343936e-06
8.000000e+02 8.500000e+02 3.775011e-02 1.338287e-05 1.338287e-05
8.500000e+02 9.000000e+02 4.913417e-02 1.904146e-05 1.904146e-05
9.000000e+02 9.500000e+02 5.989938e-02 2.533995e-05 2.533995e-05
9.500000e+02 1.000000e+03 7.006250e-02 3.238117e-05 3.238117e-05
1.000000e+03 1.100000e+03 8.010929e-02 1.296026e-05 1.296026e-05
1.100000e+03 1.200000e+03 9.775620e-02 1.708121e-05 1.708121e-05
1.200000e+03 1.300000e+03 1.135031e-01 2.254416e-05 2.254416e-05
1.300000e+03 1.400000e+03 1.276381e-01 2.904041e-05 2.904041e-05
1.400000e+03 1.600000e+03 1.415316e-01 2.763148e-05 2.763148e-05
1.600000e+03 1.800000e+03 1.639913e-01 4.251503e-05 4.251503e-05
1.800000e+03 2.000000e+03 1.832204e-01 6.107718e-05 6.107718e-05
2.000000e+03 2.200000e+03 2.001797e-01 1.721547e-05 1.721547e-05
2.200000e+03 2.400000e+03 2.155027e-01 2.177490e-05 2.177490e-05
2.400000e+03 2.600000e+03 2.296260e-01 2.900525e-05 2.900525e-05
2.600000e+03 2.800000e+03 2.428226e-01 3.894896e-05 3.894896e-05
2.800000e+03 3.000000e+03 2.552729e-01 5.244658e-05 5.244658e-05
3.000000e+03 6.500000e+03 2.712328e-01 5.213743e-05 5.213743e-05
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_K_NLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.346255e+00 2.346250e-04 2.346250e-04
4.000000e+01 5.000000e+01 1.364973e+00 2.683282e-04 2.683282e-04
5.000000e+01 6.000000e+01 1.378390e+00 3.250761e-04 3.250761e-04
6.000000e+01 7.000000e+01 1.388432e+00 3.978296e-04 3.978296e-04
7.000000e+01 8.000000e+01 1.399217e+00 4.308613e-04 4.308613e-04
8.000000e+01 9.000000e+01 1.408594e+00 3.085009e-04 3.085009e-04
9.000000e+01 1.000000e+02 1.418539e+00 3.124033e-04 3.124033e-04
1.000000e+02 1.100000e+02 1.425675e+00 3.376214e-04 3.376214e-04
1.100000e+02 1.200000e+02 1.433666e+00 3.649565e-04 3.649565e-04
1.200000e+02 1.300000e+02 1.442244e+00 3.940427e-04 3.940427e-04
1.300000e+02 1.400000e+02 1.448906e+00 4.327175e-04 4.327175e-04
1.400000e+02 1.500000e+02 1.455743e+00 4.663856e-04 4.663856e-04
1.500000e+02 2.000000e+02 1.467583e+00 1.499752e-04 1.499752e-04
2.000000e+02 2.500000e+02 1.483697e+00 2.009677e-04 2.009677e-04
2.500000e+02 3.000000e+02 1.493671e+00 2.650956e-04 2.650956e-04
3.000000e+02 3.500000e+02 1.500310e+00 1.651133e-04 1.651133e-04
3.500000e+02 4.000000e+02 1.505831e+00 1.809720e-04 1.809720e-04
4.000000e+02 4.500000e+02 1.509561e+00 2.036677e-04 2.036677e-04
4.500000e+02 5.000000e+02 1.511796e+00 2.332574e-04 2.332574e-04
5.000000e+02 5.500000e+02 1.515465e+00 2.647489e-04 2.647489e-04
5.500000e+02 6.000000e+02 1.518011e+00 3.007821e-04 3.007821e-04
6.000000e+02 6.500000e+02 1.520148e+00 2.168310e-04 2.168310e-04
6.500000e+02 7.000000e+02 1.522737e+00 2.252760e-04 2.252760e-04
7.000000e+02 7.500000e+02 1.526017e+00 2.461301e-04 2.461301e-04
7.500000e+02 8.000000e+02 1.527953e+00 2.690590e-04 2.690590e-04
8.000000e+02 8.500000e+02 1.530687e+00 2.904176e-04 2.904176e-04
8.500000e+02 9.000000e+02 1.533970e+00 3.160104e-04 3.160104e-04
9.000000e+02 9.500000e+02 1.536922e+00 3.409382e-04 3.409382e-04
9.500000e+02 1.000000e+03 1.539202e+00 3.777185e-04 3.777185e-04
1.000000e+03 1.100000e+03 1.544574e+00 1.738029e-04 1.738029e-04
1.100000e+03 1.200000e+03 1.551782e+00 1.893785e-04 1.893785e-04
1.200000e+03 1.300000e+03 1.558839e+00 2.208140e-04 2.208140e-04
1.300000e+03 1.400000e+03 1.567005e+00 2.436777e-04 2.436777e-04
1.400000e+03 1.600000e+03 1.577621e+00 1.797875e-04 1.797875e-04
1.600000e+03 1.800000e+03 1.595989e+00 2.379126e-04 2.379126e-04
1.800000e+03 2.000000e+03 1.615779e+00 3.060447e-04 3.060447e-04
2.000000e+03 2.200000e+03 1.636569e+00 1.260898e-04 1.260898e-04
2.200000e+03 2.400000e+03 1.658837e+00 1.470927e-04 1.470927e-04
2.400000e+03 2.600000e+03 1.682027e+00 1.794378e-04 1.794378e-04
2.600000e+03 2.800000e+03 1.706900e+00 2.240999e-04 2.240999e-04
2.800000e+03 3.000000e+03 1.732509e+00 2.934057e-04 2.934057e-04
3.000000e+03 6.500000e+03 1.769586e+00 2.606316e-04 2.606316e-04
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_NLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 6.854374e+01 1.561713e-02 1.561713e-02
4.000000e+01 5.000000e+01 4.080736e+01 1.053222e-02 1.053222e-02
5.000000e+01 6.000000e+01 2.574503e+01 8.001335e-03 8.001335e-03
6.000000e+01 7.000000e+01 1.686067e+01 6.386437e-03 6.386437e-03
7.000000e+01 8.000000e+01 1.137280e+01 4.630811e-03 4.630811e-03
8.000000e+01 9.000000e+01 7.843877e+00 2.247462e-03 2.247462e-03
9.000000e+01 1.000000e+02 5.520254e+00 1.596618e-03 1.596618e-03
1.000000e+02 1.100000e+02 3.946918e+00 1.229391e-03 1.229391e-03
1.100000e+02 1.200000e+02 2.868715e+00 9.735199e-04 9.735199e-04
1.200000e+02 1.300000e+02 2.115216e+00 7.685564e-04 7.685564e-04
1.300000e+02 1.400000e+02 1.578924e+00 6.267547e-04 6.267547e-04
1.400000e+02 1.500000e+02 1.193678e+00 5.080024e-04 5.080024e-04
1.500000e+02 2.000000e+02 5.888981e-01 7.607375e-05 7.607375e-05
2.000000e+02 2.500000e+02 1.888067e-01 3.195458e-05 3.195458e-05
2.500000e+02 3.000000e+02 7.178700e-02 1.583972e-05 1.583972e-05
3.000000e+02 3.500000e+02 3.091585e-02 4.376455e-06 4.376455e-06
3.500000e+02 4.000000e+02 1.463576e-02 2.251166e-06 2.251166e-06
4.000000e+02 4.500000e+02 7.449424e-03 1.278924e-06 1.278924e-06
4.500000e+02 5.000000e+02 4.017026e-03 7.851951e-07 7.851951e-07
5.000000e+02 5.500000e+02 2.273961e-03 5.013000e-07 5.013000e-07
5.500000e+02 6.000000e+02 1.337847e-03 3.335767e-07 3.335767e-07
6.000000e+02 6.500000e+02 8.133904e-04 1.467726e-07 1.467726e-07
6.500000e+02 7.000000e+02 5.087159e-04 9.494044e-08 9.494044e-08
7.000000e+02 7.500000e+02 3.261319e-04 6.622887e-08 6.622887e-08
7.500000e+02 8.000000e+02 2.132675e-04 4.720037e-08 4.720037e-08
8.000000e+02 8.500000e+02 1.421176e-04 3.373719e-08 3.373719e-08
8.500000e+02 9.000000e+02 9.627394e-05 2.472756e-08 2.472756e-08
9.000000e+02 9.500000e+02 6.612712e-05 1.824379e-08 1.824379e-08
9.500000e+02 1.000000e+03 4.599227e-05 1.400467e-08 1.400467e-08
1.000000e+03 1.100000e+03 2.770102e-05 3.868796e-09 3.868796e-09
1.100000e+03 1.200000e+03 1.423949e-05 2.149767e-09 2.149767e-09
1.200000e+03 1.300000e+03 7.555480e-06 1.321908e-09 1.321908e-09
1.300000e+03 1.400000e+03 4.118610e-06 7.839481e-10 7.839481e-10
1.400000e+03 1.600000e+03 1.797401e-06 2.442374e-10 2.442374e-10
1.600000e+03 1.800000e+03 5.937839e-07 1.044911e-10 1.044911e-10
1.800000e+03 2.000000e+03 2.058748e-07 4.581871e-11 4.581871e-11
2.000000e+03 2.200000e+03 7.378134e-08 6.818823e-12 6.818823e-12
2.200000e+03 2.400000e+03 2.702141e-08 2.842326e-12 2.842326e-12
2.400000e+03 2.600000e+03 1.002008e-08 1.260056e-12 1.260056e-12
2.600000e+03 2.800000e+03 3.737416e-09 5.771605e-13 5.771605e-13
2.800000e+03 3.000000e+03 1.392858e-09 2.757744e-13 2.757744e-13
3.000000e+03 6.500000e+03 4.636596e-11 7.876235e-15 7.876235e-15
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_K_NNLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.432169e+00 6.807446e-03 6.807446e-03
4.000000e+01 5.000000e+01 1.441875e+00 6.847246e-03 6.847246e-03
5.000000e+01 6.000000e+01 1.486059e+00 6.875044e-03 6.875044e-03
6.000000e+01 7.000000e+01 1.478904e+00 6.957989e-03 6.957989e-03
7.000000e+01 8.000000e+01 1.489642e+00 7.000218e-03 7.000218e-03
8.000000e+01 9.000000e+01 1.494648e+00 7.200635e-03 7.200635e-03
9.000000e+01 1.000000e+02 1.522889e+00 7.155959e-03 7.155959e-03
1.000000e+02 1.100000e+02 1.528462e+00 7.258565e-03 7.258565e-03
1.100000e+02 1.200000e+02 1.537724e+00 7.265867e-03 7.265867e-03
1.200000e+02 1.300000e+02 1.556732e+00 7.568320e-03 7.568320e-03
1.300000e+02 1.400000e+02 1.544352e+00 7.496436e-03 7.496436e-03
1.400000e+02 1.500000e+02 1.570401e+00 7.452838e-03 7.452838e-03
1.500000e+02 2.000000e+02 1.575395e+00 3.070989e-03 3.070989e-03
2.000000e+02 2.500000e+02 1.591720e+00 3.367097e-03 3.367097e-03
2.500000e+02 3.000000e+02 1.603917e+00 3.194489e-03 3.194489e-03
3.000000e+02 3.500000e+02 1.613597e+00 3.128436e-03 3.128436e-03
3.500000e+02 4.000000e+02 1.616153e+00 3.311723e-03 3.311723e-03
4.000000e+02 4.500000e+02 1.626328e+00 3.173008e-03 3.173008e-03
4.500000e+02 5.000000e+02 1.629659e+00 3.306157e-03 3.306157e-03
5.000000e+02 5.500000e+02 1.621951e+00 3.229895e-03 3.229895e-03
5.500000e+02 6.000000e+02 1.628679e+00 2.931713e-03 2.931713e-03
6.000000e+02 6.500000e+02 1.631832e+00 2.955423e-03 2.955423e-03
6.500000e+02 7.000000e+02 1.629212e+00 3.187680e-03 3.187680e-03
7.000000e+02 7.500000e+02 1.636465e+00 3.261976e-03 3.261976e-03
7.500000e+02 8.000000e+02 1.641490e+00 3.313904e-03 3.313904e-03
8.000000e+02 8.500000e+02 1.639917e+00 3.422124e-03 3.422124e-03
8.500000e+02 9.000000e+02 1.642874e+00 3.424735e-03 3.424735e-03
9.000000e+02 9.500000e+02 1.644671e+00 3.709508e-03 3.709508e-03
9.500000e+02 1.000000e+03 1.654803e+00 3.909285e-03 3.909285e-03
1.000000e+03 1.100000e+03 1.661776e+00 2.700793e-03 2.700793e-03
1.100000e+03 1.200000e+03 1.658390e+00 2.880754e-03 2.880754e-03
1.200000e+03 1.300000e+03 1.673755e+00 3.220420e-03 3.220420e-03
1.300000e+03 1.400000e+03 1.681449e+00 3.520596e-03 3.520596e-03
1.400000e+03 1.600000e+03 1.701373e+00 2.733288e-03 2.733288e-03
1.600000e+03 1.800000e+03 1.717202e+00 3.212511e-03 3.212511e-03
1.800000e+03 2.000000e+03 1.740535e+00 3.789240e-03 3.789240e-03
2.000000e+03 2.200000e+03 1.767444e+00 4.223797e-03 4.223797e-03
2.200000e+03 2.400000e+03 1.788544e+00 4.598830e-03 4.598830e-03
2.400000e+03 2.600000e+03 1.811638e+00 5.052339e-03 5.052339e-03
2.600000e+03 2.800000e+03 1.836142e+00 5.497170e-03 5.497170e-03
2.800000e+03 3.000000e+03 1.870791e+00 5.888763e-03 5.888763e-03
3.000000e+03 6.500000e+03 1.933075e+00 4.373365e-03 4.373365e-03
# END HISTO1D

# BEGIN HISTO1D vvj_pTV_NNLO
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 7.336053e+01 4.335493e-01 4.335493e-01
4.000000e+01 5.000000e+01 4.334264e+01 2.565270e-01 2.565270e-01
5.000000e+01 6.000000e+01 2.789981e+01 1.619812e-01 1.619812e-01
6.000000e+01 7.000000e+01 1.806300e+01 1.068340e-01 1.068340e-01
7.000000e+01 8.000000e+01 1.218536e+01 7.210311e-02 7.210311e-02
8.000000e+01 9.000000e+01 8.379642e+00 5.115123e-02 5.115123e-02
9.000000e+01 1.000000e+02 5.961879e+00 3.543828e-02 3.543828e-02
1.000000e+02 1.100000e+02 4.258076e+00 2.569011e-02 2.569011e-02
1.100000e+02 1.200000e+02 3.098998e+00 1.851204e-02 1.851204e-02
1.200000e+02 1.300000e+02 2.298731e+00 1.410326e-02 1.410326e-02
1.300000e+02 1.400000e+02 1.694649e+00 1.039969e-02 1.039969e-02
1.400000e+02 1.500000e+02 1.298496e+00 7.768434e-03 7.768434e-03
1.500000e+02 2.000000e+02 6.376753e-01 1.561816e-03 1.561816e-03
2.000000e+02 2.500000e+02 2.044415e-01 5.413897e-04 5.413897e-04
2.500000e+02 3.000000e+02 7.776761e-02 1.941777e-04 1.941777e-04
3.000000e+02 3.500000e+02 3.354000e-02 8.185554e-05 8.185554e-05
3.500000e+02 4.000000e+02 1.583990e-02 4.062065e-05 4.062065e-05
4.000000e+02 4.500000e+02 8.090634e-03 1.960876e-05 1.960876e-05
4.500000e+02 5.000000e+02 4.367986e-03 1.095581e-05 1.095581e-05
5.000000e+02 5.500000e+02 2.455881e-03 6.108931e-06 6.108931e-06
5.500000e+02 6.000000e+02 1.447637e-03 3.182986e-06 3.182986e-06
6.000000e+02 6.500000e+02 8.804646e-04 1.969080e-06 1.969080e-06
6.500000e+02 7.000000e+02 5.489924e-04 1.287293e-06 1.287293e-06
7.000000e+02 7.500000e+02 3.528387e-04 8.282441e-07 8.282441e-07
7.500000e+02 8.000000e+02 2.310007e-04 5.496972e-07 5.496972e-07
8.000000e+02 8.500000e+02 1.536316e-04 3.768557e-07 3.768557e-07
8.500000e+02 9.000000e+02 1.041069e-04 2.532482e-07 2.532482e-07
9.000000e+02 9.500000e+02 7.140212e-05 1.911408e-07 1.911408e-07
9.500000e+02 1.000000e+03 4.981415e-05 1.389159e-07 1.389159e-07
1.000000e+03 1.100000e+03 3.009173e-05 5.662624e-08 5.662624e-08
1.100000e+03 1.200000e+03 1.535008e-05 3.100281e-08 3.100281e-08
1.200000e+03 1.300000e+03 8.183613e-06 1.849619e-08 1.849619e-08
1.300000e+03 1.400000e+03 4.458862e-06 1.099739e-08 1.099739e-08
1.400000e+03 1.600000e+03 1.955644e-06 3.619304e-09 3.619304e-09
1.600000e+03 1.800000e+03 6.442000e-07 1.407869e-09 1.407869e-09
1.800000e+03 2.000000e+03 2.235792e-07 5.789557e-10 5.789557e-10
2.000000e+03 2.200000e+03 8.039878e-08 2.315780e-10 2.315780e-10
2.200000e+03 2.400000e+03 2.939449e-08 8.979754e-11 8.979754e-11
